,id,X_cluster_5
10562,21-19DV-2235,2
10563,21-19DV-2236,3
10564,21-19DV-2238,2
10565,21-19DV-2242,2
10566,21-19DV-2244,0
10567,21-19DV-2247,1
10568,21-19DV-2248,4
10569,21-19DV-2250,0
10570,21-19DV-2251,1
10571,21-19DV-2252,1
10572,21-19DV-2253,2
10573,21-19DV-2254,0
10574,21-19DV-2256,2
10575,21-19DV-226,0
10576,21-19DV-2261,1
10577,21-19DV-2262,1
10578,21-19DV-2264,1
10579,21-19DV-2269,2
10580,21-19DV-2270,2
10581,21-19DV-2275,3
10582,21-19DV-2281,4
10583,21-19DV-2284,2
10584,21-19DV-2286,2
10585,21-19DV-2287,1
10586,21-19DV-2288,1
10587,21-19DV-2289,2
10588,21-19DV-2290,2
10589,21-19DV-2292,2
10590,21-19DV-2297,2
10591,21-19DV-2309,2
10592,21-19DV-2316,2
10593,21-19DV-2320,2
10594,21-19DV-2328,2
10595,21-19DV-2332,0
10596,21-19DV-2333,2
10597,21-19DV-2334,2
10598,21-19DV-2337,2
10599,21-19DV-2340,2
10600,21-19DV-2342,0
10601,21-19DV-2344,2
10602,21-19DV-2346,2
10603,21-19DV-2347,4
10604,21-19DV-2348,1
10605,21-19DV-2349,1
10606,21-19DV-2355,0
10607,21-19DV-2357,2
10608,21-19DV-2358,0
10609,21-19DV-2361,0
10610,21-19DV-2364,0
10611,21-19DV-2365,1
10612,21-19DV-2379,2
10613,21-19DV-2383,2
10614,21-19DV-2393,1
10615,21-19DV-2396,1
10616,21-19DV-240,1
10617,21-19DV-2400,0
10618,21-19DV-2407,2
10619,21-19DV-241,2
10620,21-19DV-2413,2
10621,21-19DV-2423,2
10622,21-19DV-2426,2
10623,21-19DV-2428,2
10624,21-19DV-2440,2
10625,21-19DV-2453,0
10626,21-19DV-2455,1
10627,21-19DV-246,1
10628,21-19DV-2464,2
10629,21-19DV-2465,2
10630,21-19DV-2466,1
10631,21-19DV-2468,4
10632,21-19DV-2472,2
10633,21-19DV-2479,3
10634,21-19DV-2493,0
10635,21-19DV-2497,4
10636,21-19DV-2499,0
10637,21-19DV-25,0
10638,21-19DV-250,0
10639,21-19DV-2502,1
10640,21-19DV-2503,2
10641,21-19DV-2506,1
10642,21-19DV-2508,0
10643,21-19DV-2511,2
10644,21-19DV-2514,1
10645,21-19DV-2519,2
10646,21-19DV-2520,2
10647,21-19DV-2526,2
10648,21-19DV-2528,2
10649,21-19DV-2534,0
10650,21-19DV-2535,2
10651,21-19DV-2542,2
10652,21-19DV-2543,0
10653,21-19DV-2551,2
10654,21-19DV-2553,1
10655,21-19DV-2560,2
10656,21-19DV-2567,1
10657,21-19DV-2569,1
10658,21-19DV-2570,4
10659,21-19DV-2571,1
10660,21-19DV-2575,3
10661,21-19DV-2581,0
10662,21-19DV-2582,0
10663,21-19DV-2584,1
10664,21-19DV-2586,4
10665,21-19DV-2587,0
10666,21-19DV-2588,4
10667,21-19DV-2590,3
10668,21-19DV-2591,3
10669,21-19DV-2598,2
10670,21-19DV-2601,2
10671,21-19DV-2603,2
10672,21-19DV-2605,1
10673,21-19DV-2607,1
10674,21-19DV-2608,2
10675,21-19DV-2611,1
10676,21-19DV-2621,2
10677,21-19DV-2622,2
10678,21-19DV-2623,2
10679,21-19DV-2624,2
10680,21-19DV-2629,2
10681,21-19DV-2630,2
10682,21-19DV-2634,0
10683,21-19DV-2635,2
10684,21-19DV-2638,3
10685,21-19DV-2642,2
10686,21-19DV-2645,0
10687,21-19DV-2649,4
10688,21-19DV-2657,1
10689,21-19DV-2659,1
10690,21-19DV-2663,4
10691,21-19DV-2666,3
10692,21-19DV-2667,2
10693,21-19DV-2670,2
10694,21-19DV-2674,2
10695,21-19DV-2675,2
10696,21-19DV-2676,0
10697,21-19DV-2677,3
10698,21-19DV-2683,2
10699,21-19DV-2684,1
10700,21-19DV-2687,0
10701,21-19DV-2688,1
10702,21-19DV-2689,1
10703,21-19DV-2690,2
10704,21-19DV-2691,0
10705,21-19DV-2692,0
10706,21-19DV-2694,1
10707,21-19DV-2695,2
10708,21-19DV-2696,0
10709,21-19DV-2697,1
10710,21-19DV-2701,0
10711,21-19DV-2702,0
10712,21-19DV-2705,2
10713,21-19DV-2708,2
10714,21-19DV-2711,1
10715,21-19DV-2720,0
10716,21-19DV-2723,2
10717,21-19DV-2725,0
10718,21-19DV-2726,2
10719,21-19DV-2727,2
10720,21-19DV-2728,2
10721,21-19DV-2731,2
10722,21-19DV-2734,2
10723,21-19DV-2736,0
10724,21-19DV-2737,0
10725,21-19DV-2739,2
10726,21-19DV-2741,0
10727,21-19DV-2743,0
10728,21-19DV-2747,2
10729,21-19DV-2749,2
10730,21-19DV-2751,2
10731,21-19DV-2754,2
10732,21-19DV-2756,0
10733,21-19DV-2757,0
10734,21-19DV-2758,2
10735,21-19DV-2760,0
10736,21-19DV-2762,0
10737,21-19DV-2763,3
10738,21-19DV-2765,2
10739,21-19DV-2766,1
10740,21-19DV-2767,2
10741,21-19DV-277,1
10742,21-19DV-2770,2
10743,21-19DV-2773,2
10744,21-19DV-2774,2
10745,21-19DV-2777,2
10746,21-19DV-2779,4
10747,21-19DV-2781,2
10748,21-19DV-2795,0
10749,21-19DV-2797,0
10750,21-19DV-2800,4
10751,21-19DV-2806,1
10752,21-19DV-2807,1
10753,21-19DV-281,2
10754,21-19DV-2814,1
10755,21-19DV-2815,1
10756,21-19DV-2821,0
10757,21-19DV-2822,1
10758,21-19DV-2823,2
10759,21-19DV-2824,0
10760,21-19DV-2826,2
10761,21-19DV-2827,2
10762,21-19DV-2829,2
10763,21-19DV-2831,0
10764,21-19DV-2832,0
10765,21-19DV-2835,2
10766,21-19DV-284,2
10767,21-19DV-2841,0
10768,21-19DV-2848,2
10769,21-19DV-2850,2
10770,21-19DV-2855,2
10771,21-19DV-2858,4
10772,21-19DV-2859,0
10773,21-19DV-2865,2
10774,21-19DV-2867,2
10775,21-19DV-2868,0
10776,21-19DV-2870,4
10777,21-19DV-2871,0
10778,21-19DV-2872,2
10779,21-19DV-2876,0
10780,21-19DV-2877,2
10781,21-19DV-2879,1
10782,21-19DV-2881,2
10783,21-19DV-2884,2
10784,21-19DV-2889,2
10785,21-19DV-2895,2
10786,21-19DV-2898,2
10787,21-19DV-2899,2
10788,21-19DV-2901,1
10789,21-19DV-2902,1
10790,21-19DV-2903,2
10791,21-19DV-2904,0
10792,21-19DV-2907,0
10793,21-19DV-2908,0
10794,21-19DV-2909,0
10795,21-19DV-2915,2
10796,21-19DV-2924,2
10797,21-19DV-2943,2
10798,21-19DV-2955,0
10799,21-19DV-2956,2
10800,21-19DV-2959,2
10801,21-19DV-2961,0
10802,21-19DV-2971,2
10803,21-19DV-2974,2
10804,21-19DV-298,2
10805,21-19DV-2983,2
10806,21-19DV-2987,2
10807,21-19DV-2991,2
10808,21-19DV-2993,2
10809,21-19DV-2995,2
10810,21-19DV-2998,2
10811,21-19DV-2999,2
10812,21-19DV-3002,2
10813,21-19DV-3003,0
10814,21-19DV-3007,4
10815,21-19DV-3008,2
10816,21-19DV-301,2
10817,21-19DV-3010,2
10818,21-19DV-3013,0
10819,21-19DV-3017,0
10820,21-19DV-3018,1
10821,21-19DV-3019,1
10822,21-19DV-3020,3
10823,21-19DV-3023,3
10824,21-19DV-3025,3
10825,21-19DV-3026,0
10826,21-19DV-3033,0
10827,21-19DV-3034,2
10828,21-19DV-3035,0
10829,21-19DV-3039,2
10830,21-19DV-3043,2
10831,21-19DV-3044,2
10832,21-19DV-3045,1
10833,21-19DV-3049,2
10834,21-19DV-305,1
10835,21-19DV-3051,3
10836,21-19DV-3052,2
10837,21-19DV-3055,1
10838,21-19DV-3059,1
10839,21-19DV-3061,2
10840,21-19DV-3062,0
10841,21-19DV-3064,2
10842,21-19DV-3066,1
10843,21-19DV-3068,2
10844,21-19DV-3076,0
10845,21-19DV-3084,2
10846,21-19DV-3085,2
10847,21-19DV-3086,2
10848,21-19DV-3097,0
10849,21-19DV-3098,2
10850,21-19DV-3099,2
10851,21-19DV-31,2
10852,21-19DV-3102,2
10853,21-19DV-3104,2
10854,21-19DV-3105,2
10855,21-19DV-3106,3
10856,21-19DV-3109,2
10857,21-19DV-3111,2
10858,21-19DV-3112,2
10859,21-19DV-3113,1
10860,21-19DV-3119,0
10861,21-19DV-3122,4
10862,21-19DV-3124,0
10863,21-19DV-3129,0
10864,21-19DV-3131,1
10865,21-19DV-3132,0
10866,21-19DV-3135,0
10867,21-19DV-3137,1
10868,21-19DV-3138,2
10869,21-19DV-3140,2
10870,21-19DV-3149,0
10871,21-19DV-3153,1
10872,21-19DV-3155,1
10873,21-19DV-3156,0
10874,21-19DV-3157,3
10875,21-19DV-3158,0
10876,21-19DV-3167,2
10877,21-19DV-3170,0
10878,21-19DV-3171,2
10879,21-19DV-3173,2
10880,21-19DV-3174,2
10881,21-19DV-3179,2
10882,21-19DV-3182,1
10883,21-19DV-3186,2
10884,21-19DV-3187,0
10885,21-19DV-3188,1
10886,21-19DV-3189,3
10887,21-19DV-3192,2
10888,21-19DV-3193,1
10889,21-19DV-3194,1
10890,21-19DV-3195,4
10891,21-19DV-3207,2
10892,21-19DV-321,2
10893,21-19DV-3212,2
10894,21-19DV-3215,2
10895,21-19DV-3222,0
10896,21-19DV-3225,4
10897,21-19DV-3235,1
10898,21-19DV-3240,0
10899,21-19DV-3248,2
10900,21-19DV-3254,3
10901,21-19DV-3263,2
10902,21-19DV-3271,2
10903,21-19DV-3273,2
10904,21-19DV-3274,1
10905,21-19DV-3276,1
10906,21-19DV-3277,0
10907,21-19DV-3283,2
10908,21-19DV-3286,0
10909,21-19DV-3289,0
10910,21-19DV-3293,2
10911,21-19DV-3296,0
10912,21-19DV-3298,3
10913,21-19DV-3299,1
10914,21-19DV-3303,2
10915,21-19DV-3304,2
10916,21-19DV-3305,2
10917,21-19DV-3307,0
10918,21-19DV-3309,2
10919,21-19DV-3314,0
10920,21-19DV-3316,2
10921,21-19DV-3317,4
10922,21-19DV-3320,4
10923,21-19DV-3324,2
10924,21-19DV-3325,2
10925,21-19DV-3327,0
10926,21-19DV-3328,2
10927,21-19DV-3329,2
10928,21-19DV-3330,0
10929,21-19DV-3331,0
10930,21-19DV-3334,2
10931,21-19DV-3337,1
10932,21-19DV-3340,2
10933,21-19DV-3341,2
10934,21-19DV-3342,1
10935,21-19DV-3345,1
10936,21-19DV-3346,2
10937,21-19DV-3347,1
10938,21-19DV-3351,1
10939,21-19DV-3352,2
10940,21-19DV-3355,2
10941,21-19DV-3358,0
10942,21-19DV-3359,1
10943,21-19DV-3362,1
10944,21-19DV-337,1
10945,21-19DV-3371,2
10946,21-19DV-3372,2
10947,21-19DV-3375,0
10948,21-19DV-3379,2
10949,21-19DV-3380,1
10950,21-19DV-3383,2
10951,21-19DV-3384,1
10952,21-19DV-3389,2
10953,21-19DV-3390,1
10954,21-19DV-3397,1
10955,21-19DV-3400,1
10956,21-19DV-3406,1
10957,21-19DV-3408,2
10958,21-19DV-3409,2
10959,21-19DV-3415,2
10960,21-19DV-3417,1
10961,21-19DV-3421,2
10962,21-19DV-3423,2
10963,21-19DV-3428,1
10964,21-19DV-3429,2
10965,21-19DV-343,2
10966,21-19DV-3432,2
10967,21-19DV-3437,2
10968,21-19DV-3438,2
10969,21-19DV-3440,2
10970,21-19DV-3445,1
10971,21-19DV-3447,4
10972,21-19DV-3450,1
10973,21-19DV-3451,4
10974,21-19DV-3452,0
10975,21-19DV-3453,1
10976,21-19DV-3454,0
10977,21-19DV-3455,2
10978,21-19DV-3457,2
10979,21-19DV-3460,2
10980,21-19DV-3464,2
10981,21-19DV-3465,2
10982,21-19DV-3468,2
10983,21-19DV-3470,2
10984,21-19DV-3477,0
10985,21-19DV-3481,0
10986,21-19DV-3482,0
10987,21-19DV-3483,0
10988,21-19DV-3484,0
10989,21-19DV-3486,0
10990,21-19DV-3488,0
10991,21-19DV-3489,4
10992,21-19DV-349,4
10993,21-19DV-3491,0
10994,21-19DV-3493,0
10995,21-19DV-3498,4
10996,21-19DV-3502,1
10997,21-19DV-3508,1
10998,21-19DV-3509,1
10999,21-19DV-3510,2
11000,21-19DV-3514,1
11001,21-19DV-3517,4
11002,21-19DV-3524,0
11003,21-19DV-3529,2
11004,21-19DV-3532,2
11005,21-19DV-3533,2
11006,21-19DV-3535,3
11007,21-19DV-3536,2
11008,21-19DV-3552,2
11009,21-19DV-3556,2
11010,21-19DV-3560,2
11011,21-19DV-357,2
11012,21-19DV-3570,2
11013,21-19DV-3573,4
11014,21-19DV-3575,1
11015,21-19DV-3576,3
11016,21-19DV-3578,2
11017,21-19DV-358,3
11018,21-19DV-3584,1
11019,21-19DV-3585,1
11020,21-19DV-3587,0
11021,21-19DV-3588,0
11022,21-19DV-3591,1
11023,21-19DV-3592,0
11024,21-19DV-3595,3
11025,21-19DV-360,0
11026,21-19DV-3604,0
11027,21-19DV-3607,0
11028,21-19DV-3608,2
11029,21-19DV-3610,2
11030,21-19DV-3611,3
11031,21-19DV-3617,0
11032,21-19DV-362,0
11033,21-19DV-3621,3
11034,21-19DV-3624,2
11035,21-19DV-363,2
11036,21-19DV-3631,1
11037,21-19DV-3633,1
11038,21-19DV-3635,4
11039,21-19DV-3637,4
11040,21-19DV-3640,1
11041,21-19DV-3646,4
11042,21-19DV-3648,4
11043,21-19DV-3653,1
11044,21-19DV-3655,2
11045,21-19DV-3657,1
11046,21-19DV-3658,3
11047,21-19DV-3664,1
11048,21-19DV-3665,1
11049,21-19DV-3667,1
11050,21-19DV-3668,2
11051,21-19DV-3671,2
11052,21-19DV-3673,0
11053,21-19DV-3675,2
11054,21-19DV-3676,0
11055,21-19DV-3680,0
11056,21-19DV-3681,2
11057,21-19DV-3683,1
11058,21-19DV-3687,1
11059,21-19DV-3690,4
11060,21-19DV-3693,0
11061,21-19DV-3697,1
11062,21-19DV-371,2
11063,21-19DV-3713,2
11064,21-19DV-3714,0
11065,21-19DV-3715,2
11066,21-19DV-3717,2
11067,21-19DV-3721,1
11068,21-19DV-3723,2
11069,21-19DV-3724,2
11070,21-19DV-3727,1
11071,21-19DV-3730,0
11072,21-19DV-3732,1
11073,21-19DV-3735,2
11074,21-19DV-3737,0
11075,21-19DV-3740,1
11076,21-19DV-3742,2
11077,21-19DV-3743,2
11078,21-19DV-3746,0
11079,21-19DV-3749,1
11080,21-19DV-3752,2
11081,21-19DV-3753,1
11082,21-19DV-3758,2
11083,21-19DV-3760,2
11084,21-19DV-3768,2
11085,21-19DV-3773,0
11086,21-19DV-3774,2
11087,21-19DV-3776,1
11088,21-19DV-3777,4
11089,21-19DV-3780,0
11090,21-19DV-3783,3
11091,21-19DV-3785,2
11092,21-19DV-3791,2
11093,21-19DV-3795,1
11094,21-19DV-3805,2
11095,21-19DV-3812,1
11096,21-19DV-3818,2
11097,21-19DV-3819,0
11098,21-19DV-3821,2
11099,21-19DV-3825,2
11100,21-19DV-3826,2
11101,21-19DV-3833,2
11102,21-19DV-3835,1
11103,21-19DV-3836,1
11104,21-19DV-3843,2
11105,21-19DV-3844,2
11106,21-19DV-3849,0
11107,21-19DV-3856,2
11108,21-19DV-3861,0
11109,21-19DV-3863,0
11110,21-19DV-3864,0
11111,21-19DV-3865,2
11112,21-19DV-3867,2
11113,21-19DV-3869,2
11114,21-19DV-3872,1
11115,21-19DV-3874,1
11116,21-19DV-3876,1
11117,21-19DV-3883,2
11118,21-19DV-3888,1
11119,21-19DV-3889,2
11120,21-19DV-3890,2
11121,21-19DV-3894,0
11122,21-19DV-3897,0
11123,21-19DV-39,0
11124,21-19DV-3904,0
11125,21-19DV-3905,1
11126,21-19DV-3907,0
11127,21-19DV-3910,1
11128,21-19DV-3911,2
11129,21-19DV-3913,2
11130,21-19DV-3914,2
11131,21-19DV-3917,1
11132,21-19DV-392,4
11133,21-19DV-3921,4
11134,21-19DV-3922,4
11135,21-19DV-3923,4
11136,21-19DV-3925,1
11137,21-19DV-3927,1
11138,21-19DV-3934,1
11139,21-19DV-3935,1
11140,21-19DV-3938,2
11141,21-19DV-3946,2
11142,21-19DV-3948,0
11143,21-19DV-3950,4
11144,21-19DV-3953,2
11145,21-19DV-3957,2
11146,21-19DV-3958,2
11147,21-19DV-3965,0
11148,21-19DV-3966,0
11149,21-19DV-3967,0
11150,21-19DV-3968,0
11151,21-19DV-3971,1
11152,21-19DV-3984,2
11153,21-19DV-3985,2
11154,21-19DV-3988,2
11155,21-19DV-3992,1
11156,21-19DV-3995,0
11157,21-19DV-3996,2
11158,21-19DV-3997,0
11159,21-19DV-3999,3
11160,21-19DV-4000,2
11161,21-19DV-4005,2
11162,21-19DV-4008,2
11163,21-19DV-4009,1
11164,21-19DV-401,2
11165,21-19DV-4010,0
11166,21-19DV-4012,2
11167,21-19DV-4014,2
11168,21-19DV-4016,4
11169,21-19DV-4017,4
11170,21-19DV-4019,2
11171,21-19DV-402,2
11172,21-19DV-4020,2
11173,21-19DV-4023,2
11174,21-19DV-4027,1
11175,21-19DV-4028,4
11176,21-19DV-4029,2
11177,21-19DV-4035,1
11178,21-19DV-4036,2
11179,21-19DV-4039,1
11180,21-19DV-404,2
11181,21-19DV-4041,0
11182,21-19DV-4043,0
11183,21-19DV-4048,1
11184,21-19DV-4050,0
11185,21-19DV-4052,0
11186,21-19DV-4053,2
11187,21-19DV-4055,2
11188,21-19DV-4059,2
11189,21-19DV-4060,2
11190,21-19DV-4061,1
11191,21-19DV-4064,2
11192,21-19DV-4065,0
11193,21-19DV-4067,0
11194,21-19DV-4069,0
11195,21-19DV-4070,1
11196,21-19DV-4076,0
11197,21-19DV-4077,4
11198,21-19DV-4086,2
11199,21-19DV-4092,0
11200,21-19DV-4094,0
11201,21-19DV-41,1
11202,21-19DV-414,4
11203,21-19DV-427,4
11204,21-19DV-431,0
11205,21-19DV-434,2
11206,21-19DV-435,1
11207,21-19DV-436,1
11208,21-19DV-439,2
11209,21-19DV-44,1
11210,21-19DV-440,1
11211,21-19DV-449,2
11212,21-19DV-45,1
11213,21-19DV-454,1
11214,21-19DV-46,2
11215,21-19DV-463,1
11216,21-19DV-464,1
11217,21-19DV-473,2
11218,21-19DV-474,1
11219,21-19DV-476,2
11220,21-19DV-479,2
11221,21-19DV-48,1
11222,21-19DV-480,2
11223,21-19DV-484,2
11224,21-19DV-494,2
11225,21-19DV-500,0
11226,21-19DV-505,0
11227,21-19DV-509,0
11228,21-19DV-510,1
11229,21-19DV-512,2
11230,21-19DV-514,1
11231,21-19DV-52,0
11232,21-19DV-521,0
11233,21-19DV-524,0
11234,21-19DV-533,1
11235,21-19DV-536,2
11236,21-19DV-544,0
11237,21-19DV-546,0
11238,21-19DV-548,2
11239,21-19DV-554,2
11240,21-19DV-559,0
11241,21-19DV-564,0
11242,21-19DV-565,0
11243,21-19DV-566,2
11244,21-19DV-567,0
11245,21-19DV-570,0
11246,21-19DV-573,0
11247,21-19DV-574,0
11248,21-19DV-584,2
11249,21-19DV-596,2
11250,21-19DV-599,2
11251,21-19DV-606,2
11252,21-19DV-611,2
11253,21-19DV-612,2
11254,21-19DV-619,2
11255,21-19DV-620,2
11256,21-19DV-627,2
11257,21-19DV-628,2
11258,21-19DV-631,3
11259,21-19DV-632,1
11260,21-19DV-638,1
11261,21-19DV-640,2
11262,21-19DV-643,2
11263,21-19DV-644,2
11264,21-19DV-646,2
11265,21-19DV-647,1
11266,21-19DV-651,1
11267,21-19DV-675,1
11268,21-19DV-676,0
11269,21-19DV-68,2
11270,21-19DV-680,0
11271,21-19DV-689,0
11272,21-19DV-69,0
11273,21-19DV-693,2
11274,21-19DV-697,0
11275,21-19DV-7,0
11276,21-19DV-710,2
11277,21-19DV-713,2
11278,21-19DV-717,2
11279,21-19DV-718,0
11280,21-19DV-72,2
11281,21-19DV-721,2
11282,21-19DV-723,0
11283,21-19DV-727,0
11284,21-19DV-729,0
11285,21-19DV-733,0
11286,21-19DV-747,2
11287,21-19DV-749,1
11288,21-19DV-750,0
11289,21-19DV-751,4
11290,21-19DV-758,1
11291,21-19DV-76,1
11292,21-19DV-760,1
11293,21-19DV-761,1
11294,21-19DV-763,1
11295,21-19DV-765,1
11296,21-19DV-774,2
11297,21-19DV-775,2
11298,21-19DV-776,2
11299,21-19DV-780,2
11300,21-19DV-783,2
11301,21-19DV-787,1
11302,21-19DV-790,1
11303,21-19DV-793,1
11304,21-19DV-794,1
11305,21-19DV-795,1
11306,21-19DV-796,0
11307,21-19DV-799,2
11308,21-19DV-802,2
11309,21-19DV-809,0
11310,21-19DV-811,2
11311,21-19DV-816,2
11312,21-19DV-819,1
11313,21-19DV-820,2
11314,21-19DV-827,1
11315,21-19DV-829,2
11316,21-19DV-831,2
11317,21-19DV-832,2
11318,21-19DV-838,1
11319,21-19DV-844,2
11320,21-19DV-845,0
11321,21-19DV-850,0
11322,21-19DV-854,1
11323,21-19DV-857,1
11324,21-19DV-862,1
11325,21-19DV-864,1
11326,21-19DV-869,2
11327,21-19DV-870,2
11328,21-19DV-877,1
11329,21-19DV-878,2
11330,21-19DV-883,0
11331,21-19DV-885,2
11332,21-19DV-895,2
11333,21-19DV-896,2
11334,21-19DV-907,1
11335,21-19DV-908,2
11336,21-19DV-913,2
11337,21-19DV-917,2
11338,21-19DV-918,2
11339,21-19DV-927,0
11340,21-19DV-93,2
11341,21-19DV-933,2
11342,21-19DV-936,1
11343,21-19DV-942,1
11344,21-19DV-944,1
11345,21-19DV-945,1
11346,21-19DV-947,2
11347,21-19DV-952,0
11348,21-19DV-955,3
11349,21-19DV-957,2
11350,21-19DV-959,2
11351,21-19DV-96,0
11352,21-19DV-965,3
11353,21-19DV-967,0
11354,21-19DV-969,2
11355,21-19DV-97,1
11356,21-19DV-976,1
11357,21-19DV-977,1
11358,21-19DV-979,1
11359,21-19DV-98,0
11360,21-19DV-984,1
11361,21-19DV-985,4
11362,21-19DV-987,1
11363,21-19DV-992,0
11364,21-19DV-993,2
11365,21-19DV-994,1
11366,21-19DV-999,1
11367,21-19DY-100,1
11368,21-19DY-1003,1
11369,21-19DY-1009,0
11370,21-19DY-101,1
11371,21-19DY-1013,0
11372,21-19DY-1021,2
11373,21-19DY-1025,2
11374,21-19DY-1028,0
11375,21-19DY-1032,1
11376,21-19DY-1033,1
11377,21-19DY-1036,1
11378,21-19DY-1038,1
11379,21-19DY-1042,1
11380,21-19DY-1044,2
11381,21-19DY-1045,2
11382,21-19DY-1046,2
11383,21-19DY-1048,4
11384,21-19DY-1051,1
11385,21-19DY-1053,0
11386,21-19DY-1056,1
11387,21-19DY-1057,2
11388,21-19DY-1058,1
11389,21-19DY-1059,2
11390,21-19DY-1060,0
11391,21-19DY-1061,0
11392,21-19DY-1063,0
11393,21-19DY-1065,2
11394,21-19DY-1067,2
11395,21-19DY-1069,2
11396,21-19DY-107,2
11397,21-19DY-1075,0
11398,21-19DY-1076,0
11399,21-19DY-1079,2
11400,21-19DY-1081,2
11401,21-19DY-1082,2
11402,21-19DY-1083,2
11403,21-19DY-1084,2
11404,21-19DY-1085,3
11405,21-19DY-1086,0
11406,21-19DY-1091,2
11407,21-19DY-1092,1
11408,21-19DY-1094,1
11409,21-19DY-1096,2
11410,21-19DY-1101,1
11411,21-19DY-1103,1
11412,21-19DY-1105,4
11413,21-19DY-1106,1
11414,21-19DY-111,0
11415,21-19DY-1110,0
11416,21-19DY-1112,2
11417,21-19DY-1114,1
11418,21-19DY-1117,2
11419,21-19DY-112,2
11420,21-19DY-1125,2
11421,21-19DY-1129,0
11422,21-19DY-1135,2
11423,21-19DY-1136,2
11424,21-19DY-114,2
11425,21-19DY-1140,0
11426,21-19DY-1141,2
11427,21-19DY-1142,2
11428,21-19DY-1145,1
11429,21-19DY-1146,1
11430,21-19DY-1151,1
11431,21-19DY-1153,2
11432,21-19DY-1154,2
11433,21-19DY-1158,2
11434,21-19DY-1159,1
11435,21-19DY-116,2
11436,21-19DY-1160,1
11437,21-19DY-1162,2
11438,21-19DY-1177,0
11439,21-19DY-1178,1
11440,21-19DY-118,1
11441,21-19DY-1180,2
11442,21-19DY-1182,4
11443,21-19DY-1186,1
11444,21-19DY-1192,4
11445,21-19DY-1195,4
11446,21-19DY-1199,4
11447,21-19DY-120,1
11448,21-19DY-1200,1
11449,21-19DY-1202,1
11450,21-19DY-1205,2
11451,21-19DY-1207,2
11452,21-19DY-1208,4
11453,21-19DY-1217,1
11454,21-19DY-1222,3
11455,21-19DY-1223,2
11456,21-19DY-1229,1
11457,21-19DY-123,1
11458,21-19DY-1231,2
11459,21-19DY-1234,2
11460,21-19DY-1245,1
11461,21-19DY-1248,1
11462,21-19DY-1250,1
11463,21-19DY-1252,2
11464,21-19DY-126,1
11465,21-19DY-1265,2
11466,21-19DY-1267,2
11467,21-19DY-1271,0
11468,21-19DY-1288,1
11469,21-19DY-1290,3
11470,21-19DY-1294,4
11471,21-19DY-1297,2
11472,21-19DY-1302,1
11473,21-19DY-131,2
11474,21-19DY-1310,2
11475,21-19DY-1322,2
11476,21-19DY-1331,2
11477,21-19DY-1333,2
11478,21-19DY-1335,0
11479,21-19DY-134,0
11480,21-19DY-1341,2
11481,21-19DY-1349,2
11482,21-19DY-1351,2
11483,21-19DY-1353,2
11484,21-19DY-1358,1
11485,21-19DY-1365,0
11486,21-19DY-1369,0
11487,21-19DY-1374,2
11488,21-19DY-1375,2
11489,21-19DY-1376,0
11490,21-19DY-1379,2
11491,21-19DY-1380,2
11492,21-19DY-1383,0
11493,21-19DY-1385,2
11494,21-19DY-1386,0
11495,21-19DY-1388,2
11496,21-19DY-1394,2
11497,21-19DY-1395,0
11498,21-19DY-1397,0
11499,21-19DY-1398,2
11500,21-19DY-1399,2
11501,21-19DY-14,0
11502,21-19DY-140,2
11503,21-19DY-1408,0
11504,21-19DY-1414,2
11505,21-19DY-1423,2
11506,21-19DY-1426,0
11507,21-19DY-143,0
11508,21-19DY-1435,0
11509,21-19DY-1437,0
11510,21-19DY-1439,4
11511,21-19DY-144,1
11512,21-19DY-1450,1
11513,21-19DY-1455,0
11514,21-19DY-1457,1
11515,21-19DY-1459,2
11516,21-19DY-1460,2
11517,21-19DY-1464,1
11518,21-19DY-147,1
11519,21-19DY-1472,1
11520,21-19DY-1483,2
11521,21-19DY-1502,2
11522,21-19DY-1510,2
11523,21-19DY-1511,2
11524,21-19DY-1515,2
11525,21-19DY-1516,2
11526,21-19DY-152,2
11527,21-19DY-1522,2
11528,21-19DY-1528,2
11529,21-19DY-153,2
11530,21-19DY-1532,2
11531,21-19DY-1534,0
11532,21-19DY-1542,0
11533,21-19DY-1543,0
11534,21-19DY-1546,0
11535,21-19DY-1547,2
11536,21-19DY-1558,2
11537,21-19DY-1561,2
11538,21-19DY-157,0
11539,21-19DY-1572,0
11540,21-19DY-158,2
11541,21-19DY-1589,1
11542,21-19DY-1592,3
11543,21-19DY-1595,2
11544,21-19DY-1596,2
11545,21-19DY-1599,2
11546,21-19DY-160,1
11547,21-19DY-1601,1
11548,21-19DY-1605,3
11549,21-19DY-1606,1
11550,21-19DY-1610,2
11551,21-19DY-1612,2
11552,21-19DY-1620,0
11553,21-19DY-1621,2
11554,21-19DY-1622,2
11555,21-19DY-1623,2
11556,21-19DY-1625,2
11557,21-19DY-1627,2
11558,21-19DY-1629,2
11559,21-19DY-163,2
11560,21-19DY-1631,2
11561,21-19DY-1636,2
11562,21-19DY-1641,2
11563,21-19DY-1643,1
11564,21-19DY-165,2
11565,21-19DY-1650,2
11566,21-19DY-1651,1
11567,21-19DY-1655,1
11568,21-19DY-1667,1
11569,21-19DY-1668,1
11570,21-19DY-167,2
11571,21-19DY-1672,1
11572,21-19DY-1676,2
11573,21-19DY-1677,1
11574,21-19DY-168,1
11575,21-19DY-1681,2
11576,21-19DY-1683,2
